cell_id,amplified_quantity_ng,percent_cdna_longer_than_400bp,normalized_marker_sum,number_genes,post_patch,transgenic_line,cell_depth,structure,reporter_status,rna_amp_pass_fail,sample_id,class,normalized_marker_sum_bin,total_reads,percent_reads_aligned_to_introns,Malat1,recording_duration,retrieval_duration,extraction_duration,endpipetter,initial_access_resistance_mohm,cell_health,cell_number_in_slice,total_cells_in_slice,slice_name,dataset,percent_reads_Malat1,Ramp total count,Subthreshold Long Square total count,Suprathreshold Long Square total count,Ramp additional count,Subthreshold Long Square additional count,Suprathreshold Long Square additional count,Gouwens_etal_2020,morphology_quality,mapping_quality
738379580,4.48009942611405,41.4,0.032719821007116866,3344.0,nucleus+,Vip-IRES-Cre,60.3,VISp,tdt+,Fail,PFS4_180817_701_A01,inhibitory,0.1,1567024.0,5.494129187,101.69157580630298,9.47099999586741,1.000000000000002,6.0,,13.778267999999999,4.0,1.0,1.0,Vip-IRES-Cre;Ai14-407646.02.02,mature,0.010169157580630297,7.0,6.0,6.0,4.0,3.0,3.0,False,not assessed,inconsistent
746754997,7.91459809047442,71.8,0.9729666715838378,8387.0,nucleus+,Calb2-IRES-Cre;Sst-IRES-FlpO,46.1,VISp5,tdt+,Pass,P8S4_180907_353_A01,inhibitory,1.0,905529.0,34.09692775,33735.713893190434,2.54401666323344,1.85,2.1333333333333333,1505.6463743909646,11.657352,3.0,1.0,2.0,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.04.02,mature,3.3735713893190438,3.0,3.0,3.0,0.0,0.0,0.0,True,high quality,inconsistent
973791108,1.69935300892535,68.2,0.3289548452653912,2614.0,nucleus+,Esr2-IRES2-Cre,35.1,VISp,tdt-,Fail,P8S4_191029_353_A01,excitatory,0.4,692083.0,24.57665179,125.1312930612802,5.520150001843771,2.1333333333333333,3.483333333333333,1815.4314239999999,15.878803,4.0,3.0,3.0,Esr2-IRES2-Cre;Ai14-494673.04.02,mature,0.012513129306128018,3.0,5.0,3.0,0.0,0.0,0.0,False,not assessed,inconsistent
693085460,7.78915744554571,42.9,0.6573731929573257,7661.0,nucleus+,Sst-IRES-Cre,60.9,VISp5,tdt+,Pass,PBS4_180502_502_A01,inhibitory,0.7000000000000001,1603778.0,50.44962955,25452.354073319664,17.428833333651223,0.9333333333333332,,21.75780955092584,10.228792,2.0,2.0,4.0,Sst-IRES-Cre;Ai14-387579.03.01,early,2.5452354073319663,,,,,,,True,high quality,moderately consistent
710188363,5.76470427595761,55.900000000000006,0.7085919024169676,5692.0,nucleus+,Vip-IRES-Cre,43.2,VISpm2/3,tdt+,Pass,PAS4_180615_452_A01,inhibitory,0.8,1565046.0,54.47017428,24343.824740488693,6.662166666984558,0.65,2.9833333333333334,5.257677708141794,17.631024,3.0,2.0,3.0,Vip-IRES-Cre;Ai14-395420.05.02,early,2.4343824740488693,,,,,,,True,failed,highly consistent
661409627,20.2343164315625,66.60000000000001,0.9560656594717345,9524.0,nucleus+,Chat-IRES-Cre-neo,40.5,VISp4,tdt+,Pass,P2S4_180206_054_A01,inhibitory,1.0,1431041.0,59.22656125,9759.976157508372,10.312166666984558,0.6833333333333333,2.1166666666666663,1775.7851626939778,14.156068999999999,4.0,2.0,2.0,Chat-IRES-Cre-neo;Ai14-374836.03.01,early,0.9759976157508373,,,,,,,True,high quality,highly consistent
758112844,10.0156066363142,59.4,1.2093704300134245,6897.0,nucleus+,Vip-IRES-Cre,41.4,VISp2/3,tdt+,Pass,P8S4_180925_355_A01,inhibitory,,313027.0,43.07699458,55791.062583607505,3.0041333357493083,0.9166666666666666,1.2000000000000002,,11.064611,4.0,1.0,3.0,Vip-IRES-Cre;Ai14-415065.04.02,mature,5.579106258360751,3.0,3.0,3.0,0.0,0.0,0.0,True,high quality,highly consistent
894292822,15.2775126179378,55.400000000000006,0.8192910022767466,8237.0,nucleus+,Gad2-IRES-Cre,43.7,VISp5,tdt+,Pass,PES4_190625_653_A01,inhibitory,0.9,1442329.0,31.7479685,28047.22684755764,6.262783336639404,1.2166666666666666,2.283333333333333,3399.433825429291,13.710111999999999,3.0,3.0,3.0,Gad2-IRES-Cre;Ai14-471157.03.02,mature,2.8047226847557636,3.0,5.0,3.0,0.0,0.0,0.0,True,medium quality,highly consistent
698077857,17.2718999459472,53.400000000000006,0.7984307901566813,8391.0,nucleus+,Pvalb-IRES-Cre,40.7,VISp6a,tdt+,Pass,P2S4_180515_051_A01,inhibitory,0.8,1417196.0,65.88315742,22339.32541393425,7.312166666984558,0.4166666666666667,1.7333333333333332,1534.3539375454257,9.982942999999999,3.0,1.0,1.0,Pvalb-IRES-Cre;Ai14-389353.02.01,early,2.233932541393425,,,,,,,True,failed,highly consistent
721693943,14.9092204212474,65.60000000000001,0.8115495962251076,10006.0,nucleus-,Pvalb-IRES-Cre,75.7,VISpm4,tdt+,Pass,PBS4_180718_503_A01,inhibitory,0.9,1136434.0,40.41899858,10090.166475211057,1.7038333336512248,,,,9.826824,2.0,1.0,2.0,Pvalb-IRES-Cre;Ai14-402245.04.01,mature,1.0090166475211058,,,,,,,True,failed,highly consistent
698027101,20.6741243217863,71.1,0.8967907766790921,9418.0,nucleus+,Pvalb-IRES-Cre,52.7,VISp5,tdt+,Pass,P8S4_180515_352_A01,inhibitory,0.9,1305158.0,49.37793581,30948.724236284088,3.653833333651225,1.25,2.05,1390.2970803493613,11.235695999999999,3.0,1.0,2.0,Pvalb-IRES-Cre;Ai14-389353.04.02,early,3.094872423628409,,,,,,,True,medium quality,moderately consistent
714405422,7.98263944193529,73.5,1.2171528387133665,8245.0,nucleus+,Vip-IRES-Cre,50.0,VISp2/3,tdt+,Pass,P9S4_180626_402_A01,inhibitory,,1209794.0,35.4387705,32622.293911817564,5.220500000317892,0.5,0.8500000000000001,2807.0178115577028,12.40814,3.0,2.0,2.0,Vip-IRES-Cre;Ai14-398013.04.01,mature,3.2622293911817564,,,,,,,True,high quality,highly consistent
755620558,11.4122249984043,70.0,0.9707496122564636,8451.0,nucleus+,Vip-IRES-Cre;Npy-IRES2-FlpO,45.3,VISp1,tdt+,Pass,PFS4_180919_703_A01,inhibitory,1.0,1425298.0,21.62429069,16864.70675271167,5.864833331108093,0.6,0.7000000000000001,1586.2525978012218,7.4782845,3.0,2.0,3.0,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-413072.03.01,mature,1.6864706752711671,7.0,8.0,3.0,4.0,5.0,0.0,True,failed,highly consistent
850885484,14.8705692736969,49.5,1.0113657376021654,8259.0,nucleus+,Sst-IRES-Cre,37.0,VISp6a,tdt+,Pass,PFS4_190412_702_A01,inhibitory,1.1,1146897.0,15.81205458,5551.5986833240295,5.562566669782003,0.95,3.35,1593.6258679672303,14.402572,3.0,2.0,2.0,Sst-IRES-Cre;Ai14-455920.05.01,mature,0.5551598683324029,3.0,11.0,3.0,0.0,6.0,0.0,True,failed,highly consistent
910412283,10.5688930636855,46.0,0.3476240384810446,6157.0,nucleus-,Gad2-IRES-Cre,71.2,VISp,tdt-,Pass,P1S4_190722_006_A01,excitatory,0.4,1041047.0,4.56038793,168.66575034805805,7.464416670799255,1.0833333333333333,2.8166666666666664,,16.252599,4.0,3.0,3.0,Gad2-IRES-Cre;Ai14-476322.04.01,mature,0.016866575034805806,3.0,7.0,3.0,0.0,2.0,0.0,False,not assessed,inconsistent
637383404,35.5207481724117,53.900000000000006,0.6637562482515941,9312.0,nucleus+,Rbp4-Cre_KL100,44.6,VISpm5,tdt+,Pass,P8S4_170920_356_A01,excitatory,0.7000000000000001,1363348.0,46.99525634,24402.511204318267,9.087166666984558,,,2207.1355291247073,9.979735,,,,,early,2.4402511204318267,,,,,,,False,medium quality,highly consistent
923013541,22.2463893515394,56.10000000000001,1.2961288608017913,9792.0,nucleus+,Sncg-IRES2-FlpO-neo,48.9,VISp2/3,tdt+,Pass,PES4_190813_655_A01,inhibitory,,1008391.0,44.35263967,46982.55193680388,12.623766668637591,1.85,16.95,29.126917120382117,9.547839999999999,4.0,2.0,2.0,Sncg-IRES2-FlpO-neo;Ai65F-480221.03.01,mature,4.698255193680388,3.0,5.0,3.0,0.0,0.0,0.0,True,failed,highly consistent
